2024-08-26 22:20:41,232 - DEBUG  - 7.67: Job 8 is released with routing: ['s3-1', 's5-2', 's2-2', 's4-1', 's1-1'], process_times: [1.124 0.506 0.26  1.279 1.223]
2024-08-26 22:20:41,239 - DEBUG  - 8.67: Job 8 is being processed at the workstation s3-1.
2024-08-26 22:20:41,260 - DEBUG  - 13.52: Job 8 is being processed at the workstation s5-2.
2024-08-26 22:20:41,276 - DEBUG  - 17.24: Job 8 is being processed at the workstation s2-2.
2024-08-26 22:20:41,280 - DEBUG  - 18.40: Job 8 is being processed at the workstation s4-1.
2024-08-26 22:20:41,286 - DEBUG  - 19.79: Job 8 is being processed at the workstation s1-1.
2024-08-26 22:20:41,291 - DEBUG  - 21.01: Job 8 finished at workstation s1-1 and is transported to the warehouse output-warehouse
2024-08-26 22:20:41,233 - DEBUG  - 7.78: Job 9 is released with routing: ['s2-2', 's4-1', 's5-2', 's1-1'], process_times: [0.381 0.704 0.707 1.206]
2024-08-26 22:20:41,239 - DEBUG  - 8.78: Job 9 is being processed at the workstation s2-2.
2024-08-26 22:20:41,243 - DEBUG  - 10.12: Job 9 is being processed at the workstation s4-1.
2024-08-26 22:20:41,248 - DEBUG  - 11.77: Job 9 is being processed at the workstation s5-2.
2024-08-26 22:20:41,265 - DEBUG  - 14.44: Job 9 is being processed at the workstation s1-1.
2024-08-26 22:20:41,270 - DEBUG  - 15.65: Job 9 finished at workstation s1-1 and is transported to the warehouse output-warehouse
2024-08-26 22:20:41,215 - DEBUG  - 1.00: Job u1 is released with routing: ['s4-1', 's3-1', 's2-2', 's1-1'], process_times: [0.751 1.52  0.686 0.826]
2024-08-26 22:20:41,216 - DEBUG  - 2.00: Job u1 is being processed at the workstation s4-1.
2024-08-26 22:20:41,222 - DEBUG  - 3.85: Job u1 is being processed at the workstation s3-1.
2024-08-26 22:20:41,227 - DEBUG  - 5.55: Job u1 is being processed at the workstation s2-2.
2024-08-26 22:20:41,229 - DEBUG  - 6.48: Job u1 is being processed at the workstation s1-1.
2024-08-26 22:20:41,231 - DEBUG  - 7.31: Job u1 finished at workstation s1-1 and is transported to the warehouse output-warehouse
2024-08-26 22:20:41,250 - DEBUG  - 12.00: Job u10 is released with routing: ['s1-1', 's3-2', 's4-1', 's5-2', 's2-2'], process_times: [1.786 0.625 1.028 0.416 1.115]
2024-08-26 22:20:41,278 - DEBUG  - 18.00: Job u10 is being processed at the workstation s1-1.
2024-08-26 22:20:41,288 - DEBUG  - 20.36: Job u10 is being processed at the workstation s3-2.
2024-08-26 22:20:41,296 - DEBUG  - 22.33: Job u10 is being processed at the workstation s4-1.
2024-08-26 22:20:41,300 - DEBUG  - 23.56: Job u10 is being processed at the workstation s5-2.
2024-08-26 22:20:41,304 - DEBUG  - 24.18: Job u10 is being processed at the workstation s2-2.
2024-08-26 22:20:41,306 - DEBUG  - 25.30: Job u10 finished at workstation s2-2 and is transported to the warehouse output-warehouse
2024-08-26 22:20:41,215 - DEBUG  - 1.00: Job u2 is released with routing: ['s5-1', 's2-2', 's4-1'], process_times: [0.379 0.553 0.749]
2024-08-26 22:20:41,217 - DEBUG  - 2.00: Job u2 is being processed at the workstation s5-1.
2024-08-26 22:20:41,219 - DEBUG  - 3.00: Job u2 is being processed at the workstation s2-2.
2024-08-26 22:20:41,223 - DEBUG  - 4.36: Job u2 is being processed at the workstation s4-1.
2024-08-26 22:20:41,224 - DEBUG  - 5.11: Job u2 finished at workstation s4-1 and is transported to the warehouse output-warehouse
2024-08-26 22:20:41,219 - DEBUG  - 3.00: Job u3 is released with routing: ['s3-2', 's2-2', 's5-1', 's1-1'], process_times: [0.782 0.481 0.832 3.199]
2024-08-26 22:20:41,223 - DEBUG  - 4.00: Job u3 is being processed at the workstation s3-2.
2024-08-26 22:20:41,228 - DEBUG  - 6.24: Job u3 is being processed at the workstation s2-2.
2024-08-26 22:20:41,233 - DEBUG  - 7.71: Job u3 is being processed at the workstation s5-1.
2024-08-26 22:20:41,238 - DEBUG  - 8.66: Job u3 is being processed at the workstation s1-1.
2024-08-26 22:20:41,248 - DEBUG  - 11.86: Job u3 finished at workstation s1-1 and is transported to the warehouse output-warehouse
2024-08-26 22:20:41,227 - DEBUG  - 5.74: Job u4 is released with routing: ['s3-1', 's5-1', 's2-1', 's1-1'], process_times: [0.935 1.752 0.326 0.659]
2024-08-26 22:20:41,230 - DEBUG  - 6.74: Job u4 is being processed at the workstation s3-1.
2024-08-26 22:20:41,246 - DEBUG  - 10.76: Job u4 is being processed at the workstation s5-1.
2024-08-26 22:20:41,258 - DEBUG  - 13.25: Job u4 is being processed at the workstation s2-1.
2024-08-26 22:20:41,270 - DEBUG  - 15.65: Job u4 is being processed at the workstation s1-1.
2024-08-26 22:20:41,273 - DEBUG  - 16.31: Job u4 finished at workstation s1-1 and is transported to the warehouse output-warehouse
2024-08-26 22:20:41,224 - DEBUG  - 5.04: Job u5 is released with routing: ['s5-1', 's3-2', 's2-1', 's1-1', 's4-1'], process_times: [0.671 0.548 0.147 0.319 0.488]
2024-08-26 22:20:41,228 - DEBUG  - 6.04: Job u5 is being processed at the workstation s5-1.
2024-08-26 22:20:41,231 - DEBUG  - 7.25: Job u5 is being processed at the workstation s3-2.
2024-08-26 22:20:41,234 - DEBUG  - 7.96: Job u5 is being processed at the workstation s2-1.
2024-08-26 22:20:41,237 - DEBUG  - 8.35: Job u5 is being processed at the workstation s1-1.
2024-08-26 22:20:41,241 - DEBUG  - 9.64: Job u5 is being processed at the workstation s4-1.
